month_year,province_code,total_pop,total_emp,emp_males,emp_females,total_full_emp,total_part_emp,total_unem,total_emp_rate,total_wage,total_wage_males,total_wage_females,total_avg_wage,avg_wage_males,avg_wage_females,total_median_wage,median_wage_males,median_wage_females,total_hours,total_average_hours,average_hours_males,average_hours_females,ei_claims,cpi,retail_sales,wholesale_sales,manufacturing_sales,food_services_receipts,travellers,vehicles,electric_power_generation,value,international_merchandise_imports,new_housing_price_index
2010-10-01,AB,2981.3,2046.6,1113.6,933.1,1682.9,363.7,135.4,68.6,1705.4,889.7,815.7,25.69,28.67,22.44,22.4,25,19.23,78161,38.2,42.1,33.6,19640,123,5051115,5266950,5178633,576751,76898,35212,5215449,161.29,1758568,92.4
2010-10-01,BC,3679.9,2217,1159.3,1057.7,1713.6,503.4,195.6,60.2,1822,906.6,915.4,23.37,25.71,21.06,21.52,24.04,19.23,80099.9,36,39.1,32.6,30120,114.8,4852408,4226295,2966619,669267,510438,587748,4366364,134,3461753,96.8
2010-10-01,MB,932,619.9,329.5,290.4,497.5,122.4,32.9,66.5,532.6,271.1,261.5,21.56,22.82,20.26,18.7,20,17.3,22989.1,36.9,40.1,33.3,8050,115.8,1307733,1192060,1251549,118763,29566,79559,3032307,NA,1110664,83.2
2010-10-01,NB,618.9,359,185.7,173.3,303,56,38.9,58,316.2,162.6,153.6,19.79,21.28,18.21,17,18,16,13732,37.9,40.7,34.9,10900,116.1,885582,491065,1430451,83633,99100,238573,971403,113.6,725679,98.4
2010-10-01,NL,438.2,231.4,117.7,113.6,198.3,33.1,36.5,52.8,209.5,103.8,105.6,21.64,24.08,19.25,18.27,20,15.2,9037.9,38.9,42.7,34.8,9270,118,620962,283045,520551,53467,4373,NA,2687392,123.22,488656,93
2010-10-01,NS,777.5,450.4,227.4,223,361.9,88.6,50.3,57.9,394,189.8,204.2,20.69,21.86,19.6,17.5,18.74,16.48,16748.5,36.9,40.6,33.2,10740,119.3,1057578,633806,810864,106918,17492,0,924752,116.59,632188,91.7
2010-10-01,ON,10760.6,6578,3407.7,3170.3,5289.2,1288.8,602.1,61.1,5599.4,2776.3,2823.1,23.87,25.62,22.16,20.5,22.5,19,240082.3,36.4,39.2,33.3,78970,117.8,13133983,22433192,20737329,1582218,1136077,1588294,11243073,124.25,20935541,81.2
2010-10-01,PE,117.3,69.5,35.9,33.6,56.3,13.2,10.3,59.2,59.8,29.3,30.6,19.34,19.77,18.93,16,16.25,16,2709.5,38.4,41.9,34.5,2760,120.4,147586,39824,95526,17390,NA,NA,51367,NA,3250,97.9
2010-10-01,QC,6580,3941.6,2063.8,1877.8,3160.5,781.2,357.9,59.9,3420.1,1721.3,1698.9,21.96,23.25,20.67,19.23,20,18.31,140304.2,35.4,37.9,32.6,74680,115.2,8377151,8416264,11031195,840183,239300,261624,12669231,118.73,6263740,94.7
2010-10-01,SK,804.8,532.9,285.9,247.1,435.5,97.4,35.7,66.2,431.2,219.1,212.1,23.09,25.11,21,20,23,18,20644.9,38.7,42.8,34,6100,119.7,1262154,1438813,902026,123356,11619,28254,1726137,133.55,673407,94.1
2010-11-01,AB,2984.3,2040,1114.8,925.2,1691.6,348.4,133,68.4,1701.6,888.9,812.7,26.02,28.86,22.92,22.6,25,20,77707.8,38.1,41.9,33.6,19420,122.7,5150374,5309403,5176512,574139,73684,29795,5487958,160.86,1695935,92.5
2010-11-01,BC,3682.8,2235.6,1166.9,1068.8,1715.2,520.4,183.4,60.7,1840.1,917.3,922.8,23.4,25.53,21.28,21.03,24,19.23,79881.5,35.7,38.8,32.2,28080,114.9,4939629,4188848,2987097,666247,496046,537715,5646361,134.24,3266324,96.6
2010-11-01,MB,933,616.5,328.5,288.1,495,121.5,32.8,66.1,528.1,268.1,260,21.67,22.89,20.41,19,20,17.5,22588.9,36.7,39.7,33.3,7460,116,1340827,1202990,1353090,116420,27936,71869,3032322,NA,1065054,83.2
2010-11-01,NB,619.2,358.2,184.5,173.7,300.9,57.3,40.6,57.8,311.1,156.2,154.8,20.1,21.58,18.61,17.25,18,16.17,13423.1,37.6,40.5,34.5,10230,116.7,913542,465465,1319771,82370,91721,220698,1037907,113.51,672124,98.2
2010-11-01,NL,438.5,228.7,114.9,113.7,195.4,33.3,37.3,52.2,203.5,99.4,104.1,22,24.09,20,18.29,20,16.83,8716.9,38.6,41.9,35.2,9330,118.1,635811,298344,542524,52874,5625,NA,4039645,123.61,361436,97
2010-11-01,NS,777.9,450.1,226.7,223.4,362.4,87.7,49.3,57.9,388.6,185.8,202.8,20.66,21.95,19.47,17.5,18.72,16.83,16465,36.8,40.3,33.2,10120,119.6,1069284,635419,853531,106534,19169,0,983273,116.78,742250,92.8
2010-11-01,ON,10770.4,6604.4,3429.6,3174.8,5307.7,1296.8,586.7,61.3,5601.2,2766.5,2834.7,24.02,25.89,22.19,20.67,22.67,19,240041.5,36.3,39.1,33.1,76830,118,13479873,22470460,19902428,1581463,1130626,1485183,11257174,124.43,20476625,81.5
2010-11-01,PE,117.4,69.2,35.3,33.9,56.9,12.3,10.3,58.9,57,27.1,29.9,19.41,20.15,18.75,17,17.48,16.15,2545.2,37.8,41.4,34,2590,120.5,149293,48317,97609,16870,NA,NA,48306,NA,13860,97.5
2010-11-01,QC,6585.8,3950,2074.1,1876,3163.9,786.2,350.1,60,3386.6,1703.8,1682.8,22.2,23.61,20.77,19.5,20.5,18.5,139018.9,35.3,37.9,32.4,67870,115.6,8427383,8615777,11107610,839368,249525,214490,13976446,118.95,5866797,94.9
2010-11-01,SK,805.5,535.5,288.3,247.2,435.7,99.8,31.9,66.5,436.2,221,215.3,23.03,24.94,21.07,20,22.44,18,20549.8,38.4,42.2,34,6140,119.9,1290845,1589965,925295,121803,11227,24407,1909242,133.3,628811,94.2
2010-12-01,AB,2987.2,2047.7,1121.3,926.4,1681.3,366.4,126.3,68.5,1701.8,884.3,817.6,26.03,28.94,22.88,22.12,25,19.62,77305.3,37.8,41.4,33.5,19680,122.9,5175991,5341190,5421460,587724,72515,29109,5625847,163.06,1648277,92.5
2010-12-01,BC,3685,2219.8,1160.8,1059,1708,511.8,191.4,60.2,1817.8,905.7,912.1,23.36,25.5,21.22,21,24,19.12,79244.9,35.8,38.8,32.5,28390,114.6,4863715,4211146,3077257,682509,497055,586380,6698219,134.67,2911452,96.5
2010-12-01,MB,933.7,611.3,325.7,285.6,489.5,121.8,34.8,65.5,522.1,262.6,259.5,21.66,22.77,20.55,18.68,20,17.31,22305.4,36.6,39.8,33.1,7460,115.6,1337219,1167396,1360409,117859,27496,64827,3126616,NA,1124445,84.1
2010-12-01,NB,619.5,359,184,175,302.1,56.9,39,57.9,308.4,151.6,156.9,20.13,21.83,18.48,17.5,18.45,16,13260.5,37.5,40.4,34.5,9860,116.6,889086,489084,1647379,83172,89940,219881,1150120,113.84,942071,98.2
2010-12-01,NL,438.9,228.6,116.3,112.3,194.4,34.2,38.1,52.1,200.4,98.2,102.2,22.27,24.35,20.28,18.75,20.68,16.95,8609.6,38.6,42.5,34.7,9010,118.1,637035,297297,529925,53451,4958,NA,4366539,124.21,455958,97
2010-12-01,NS,778.3,448.5,226.2,222.3,365.6,82.9,54.3,57.6,387,186.1,200.8,20.63,22.02,19.34,17.37,18.65,16.07,16574.2,37.1,40.8,33.3,9720,119.4,1061674,636069,877878,106593,18854,0,1072740,117.08,752759,93.1
2010-12-01,ON,10779,6611.6,3433.1,3178.5,5327.8,1283.7,601.7,61.3,5602.3,2755.5,2846.8,24,25.94,22.11,20.51,22.5,19,239580.9,36.3,39.2,33.3,81130,117.9,13367799,22707910,20480090,1589250,1085946,1421482,13342863,124.87,19111285,81.6
2010-12-01,PE,117.6,69.2,35,34.2,57.3,11.9,9.8,58.8,56.5,26.4,30.1,19.45,20.58,18.45,17,17.9,16,2519,37.7,41.2,34.3,2480,119.9,147266,45425,106185,16804,NA,NA,51420,NA,13479,97.5
2010-12-01,QC,6591.5,3982.8,2090.8,1891.9,3211.1,771.6,329.6,60.4,3389.5,1691.5,1698.1,22,23.54,20.46,19.23,20.5,18.13,139282,35.3,37.9,32.5,71680,115.8,8520272,8754253,10899318,844602,241307,206230,18546156,119.18,5576953,94.6
2010-12-01,SK,806.4,538.4,288.8,249.6,441.2,97.3,30.6,66.8,436.1,218.7,217.4,22.95,24.92,20.96,20,22.89,18,20241.2,37.9,41.5,33.7,5640,119.4,1294264,1642380,928038,122967,11255,21246,2161159,134.28,706096,94.2
2011-01-01,AB,2990.2,2068.5,1130.1,938.5,1688.7,379.8,130.5,69.2,1701.6,881.5,820.1,26.04,29.03,22.82,22.5,25,19.56,76908.8,37.7,41.1,33.6,19860,123.5,5085549,5370935,5364360,570673,73421,26825,5429928,162.87,1746519,92.6
2011-01-01,BC,3687.1,2226.7,1159.4,1067.3,1726.6,500.1,199,60.4,1785.4,881.9,903.5,23.77,25.77,21.82,21.5,24.04,19.33,77216.8,35.3,38.5,31.9,29070,114.8,4824777,4284065,3122988,666641,491801,527440,6016632,135.28,2785888,96.6
2011-01-01,MB,934.3,615.3,323.7,291.7,492.1,123.2,33.2,65.9,519,259.4,259.6,21.81,23.03,20.59,18.96,20,17.55,22116.6,36.5,39.7,32.9,7990,116.6,1331490,1193497,1363824,117264,26936,59821,3127537,NA,1116323,84.6
2011-01-01,NB,619.7,358.7,183.2,175.4,300.5,58.2,36.9,57.9,298,144.4,153.6,20.48,22.06,18.99,17.88,18.85,16.98,12668.7,36.9,40,33.7,10460,117.2,906214,493852,1626939,81983,91132,193317,1034531,113.89,999830,98
2011-01-01,NL,439.2,233.9,120.7,113.2,198.8,35.1,33.5,53.3,196.8,95.1,101.7,21.97,24.33,19.76,18.57,21,16.35,8405.1,38.3,41.9,34.5,9550,119,645319,313285,536539,53492,4201,NA,4532635,124.32,352405,97.2
2011-01-01,NS,778.4,454.4,230,224.5,367,87.4,49.2,58.4,380.3,180.6,199.8,20.63,21.97,19.43,17.55,19,16.19,16058.3,36.4,40.1,32.7,10230,120.4,1072444,641096,856433,106132,19512,0,1186036,117.08,743151,93.1
2011-01-01,ON,10787.3,6648.1,3450.8,3197.3,5329.5,1318.7,599.5,61.6,5526.6,2707.8,2818.8,24.29,26.29,22.37,20.85,22.5,19.23,235156.8,36,38.6,33.2,68780,117.8,13335395,23223292,21448556,1591130,1076541,1257450,13491946,125.06,18591785,81.8
2011-01-01,PE,117.7,70.3,36.1,34.2,58.2,12.1,8.8,59.7,55.7,26.2,29.5,19.23,20.04,18.51,16.88,17.5,16,2421,37,40,33.8,2590,120.1,147518,46135,92755,16521,NA,NA,46261,NA,243,97.5
2011-01-01,QC,6597.1,3974.6,2084.6,1890.1,3201.9,772.7,339.5,60.2,3306.1,1643.3,1662.8,22.15,23.86,20.45,19.23,20.73,18,135806.1,35.2,37.7,32.5,67620,116.4,8502265,8982957,11455689,844559,249512,201359,21519681,119.34,6081465,95
2011-01-01,SK,807.2,536.9,288.2,248.6,438.9,98,31.5,66.5,428.5,214.1,214.4,23.23,25.36,21.11,20,23.08,18,19853.7,37.6,41.4,33.3,5990,120.1,1319830,1794341,945777,125254,10918,19877,2204255,134.77,701248,94.2
2011-02-01,AB,2993.8,2081.9,1132.3,949.6,1695.4,386.5,128.1,69.5,1716.8,884.1,832.7,26.31,29.39,23.04,22.68,26,20,76898.4,37.3,41,33,19100,124.2,5110195,5371516,5401664,582134,72826,27280,4876632,164.48,1712254,93
2011-02-01,BC,3690.1,2220.9,1161,1059.9,1706.9,514,212.7,60.2,1785.5,887.9,897.6,23.77,25.35,22.2,21.67,24,20,77879.3,35.5,38.7,32,28320,115.2,4878297,4156811,3082262,661400,483567,527616,5482954,135.54,2871317,96.6
2011-02-01,MB,935,616.1,327.3,288.8,492.9,123.1,34.9,65.9,521.3,263.1,258.2,21.64,22.86,20.39,18.8,20,17.44,22179.7,36.4,39.4,33,7660,117,1362081,1204373,1359364,117896,28160,61203,2843185,NA,1098814,85.2
2011-02-01,NB,619.9,358.4,182.8,175.6,298.5,60,39.2,57.8,301,146.9,154.1,20.11,21.61,18.67,17.5,18.51,16.59,12634.9,36.5,39.3,33.8,10080,118.2,904794,500798,1582223,81404,87558,176489,857798,113.78,961161,97.9
2011-02-01,NL,439.4,233.7,120.7,113,199.7,34,33.6,53.2,198.5,97.4,101.1,21.97,24.21,19.81,18.69,21.15,16,8435.6,38.1,41.9,34.1,9340,119.7,645810,301975,425681,53307,6004,NA,4362632,123.99,507366,97.2
2011-02-01,NS,778.5,451.8,229.1,222.7,368.6,83.2,48.2,58,377.9,180.4,197.5,20.67,22.37,19.12,17.79,19,16.35,15885.7,36.3,39.7,33,10270,120.9,1070461,625247,867579,106259,18067,0,1124310,117.17,523150,93.1
2011-02-01,ON,10796.3,6622.3,3430.1,3192.3,5332.5,1289.8,591.6,61.3,5529,2703.8,2825.3,24.34,26.28,22.48,20.67,22.5,19.23,235212,36.1,38.8,33.2,74280,118,13464771,22951308,21005635,1600679,1061489,1198522,11306554,125.25,18648376,82.2
2011-02-01,PE,117.9,70.3,36.2,34.1,58.4,11.9,9.6,59.6,55.6,26.3,29.3,19.13,19.65,18.67,16.56,17,16.41,2435,36.9,39.7,34,2600,121.1,150989,44466,99675,16700,NA,NA,47396,NA,535,98.9
2011-02-01,QC,6602.1,3988.9,2093.7,1895.3,3182.8,806.1,334.5,60.4,3356,1670,1685.9,22.06,23.75,20.39,19.23,20.11,18,136680.7,35,37.4,32.5,71860,116.7,8372089,8622730,11284425,831383,236518,181863,19008660,119.52,5795128,95.3
2011-02-01,SK,807.8,536.6,288.5,248.1,441.1,95.5,30.7,66.4,431.4,216.4,215,23.22,25.1,21.33,20.19,23.08,18.89,19949.2,37.6,41.4,33.3,6200,120.3,1317871,1676659,927604,122945,10656,19148,1987582,134.81,637564,94.9
2011-03-01,AB,2997.6,2083.5,1145.9,937.6,1713.1,370.4,125.1,69.5,1710.1,888.1,822,26.27,29.19,23.12,22,25,19.8,77807.7,37.8,41.3,33.7,18140,124.5,5159107,5536980,5513116,590929,72554,38096,5181106,165.71,1883831,92.8
2011-03-01,BC,3693,2233.2,1170,1063.2,1720.6,512.6,195,60.5,1789.7,890.6,899,23.92,25.78,22.08,21.35,24,19.49,78363.3,35.5,38.7,32,27950,116.1,4951002,4237714,3165124,664727,481637,674404,5699834,135.85,3321859,96.8
2011-03-01,MB,935.6,614.3,325.6,288.7,493.1,121.2,38,65.7,517.7,258,259.7,21.5,22.74,20.27,18.75,20,17.31,22072.8,36.4,39.3,33.2,8020,117.9,1355977,1180396,1340102,118720,26933,73472,3154477,NA,1385755,85.5
2011-03-01,NB,620,358.8,184,174.9,299.5,59.3,38.7,57.9,301.3,145.9,155.4,20.22,21.9,18.65,17.5,18.75,16.8,12761.9,37,39.9,34.1,10080,119.4,928949,495384,1656707,82626,86867,220358,1029878,114.07,1325835,98.3
2011-03-01,NL,439.6,235.8,121.7,114,202.3,33.4,33.7,53.6,201.1,98.7,102.5,21.93,24.27,19.67,18.68,21.15,16.41,8533.3,38.1,42,34.1,8940,120.9,656884,326622,540369,53776,4234,NA,4483891,125.57,404339,97.2
2011-03-01,NS,778.5,452.6,229.5,223.1,368,84.7,45.1,58.1,379.6,182.3,197.3,20.74,22.45,19.16,17.79,19.23,16.07,16093.4,36.6,39.6,33.6,9970,122.3,1097708,647329,945159,107305,18870,0,1158327,117.49,816489,93.1
2011-03-01,ON,10805.6,6633.7,3439,3194.7,5368.5,1265.1,603.7,61.4,5533.1,2690.2,2842.9,24.41,26.39,22.54,20.98,22.6,19.23,236852.9,36.3,39.1,33.4,72990,119.4,13363329,23074595,20905204,1587444,1066997,1525527,12021618,125.54,22572654,82.3
2011-03-01,PE,118,71.4,36.4,35.1,59.3,12.2,9,60.5,56.8,26.4,30.3,19.56,20.5,18.74,17,17.68,16.33,2513.8,37.3,40.8,33.9,2420,122.2,158589,44704,103399,16857,NA,NA,53503,NA,441,98.9
2011-03-01,QC,6607.5,3966.3,2087.4,1878.9,3184.8,781.4,343.7,60,3318.9,1650.9,1668,22.22,23.92,20.53,19.19,20.21,18,136421.4,35.2,37.6,32.6,67430,118.3,8490629,8683590,11389553,833435,246696,231647,18698142,119.71,6346640,95.3
2011-03-01,SK,808.6,538.5,290.3,248.2,440.6,97.9,28.8,66.6,431.7,217.3,214.4,23.41,25.43,21.37,20.24,23.56,18.7,19951.7,37.5,41.4,33.2,6070,121.4,1320815,1787844,1031437,124239,11248,26738,2110452,135.01,906507,95
2011-04-01,AB,3002,2074.9,1142.6,932.4,1727.4,347.5,130.4,69.1,1699.5,886.4,813.2,26.2,28.95,23.2,22.53,25.27,20,78317.7,38.3,41.5,34.5,18880,126,5258820,5398832,5728856,600332,72102,52287,4563433,167.68,1846307,92.7
2011-04-01,BC,3696.2,2234.6,1169.2,1065.4,1719.7,514.9,193.2,60.5,1800.1,899,901.1,23.76,25.54,21.97,21.1,24,19.23,78798.8,35.5,38.7,32,27780,116.3,5046716,4100453,3190046,671831,494598,696027,4959485,136.47,3242312,96.9
2011-04-01,MB,936.4,614.4,326.3,288.1,494.4,120,34.5,65.6,519.3,260.2,259.1,21.64,22.97,20.3,18.88,20,17.5,22464.8,36.9,39.6,33.8,7380,118.3,1348790,1156950,1312025,120879,28127,76691,2811975,NA,1317038,85.6
2011-04-01,NB,620.1,356.8,181.6,175.2,296,60.8,39.6,57.5,300.9,145.2,155.7,20.11,21.61,18.72,17.31,18.54,16.45,12790.4,37,40.3,33.8,10260,120,926328,500900,1708697,81858,86663,236426,1088338,114.17,1129546,97.8
2011-04-01,NL,439.8,236.9,122.1,114.7,202.2,34.7,31.8,53.9,204.7,99.6,105,21.83,24.1,19.67,18.66,21,16.88,8803.3,38.6,42.6,34.5,8720,121.5,649926,345773,506023,53498,8568,NA,3620003,125.07,395699,97.1
2011-04-01,NS,778.6,449.6,227.5,222.1,362.6,87,47,57.7,378.5,183.1,195.5,20.64,22.11,19.26,18,19.23,16.43,16072.5,36.5,39.4,33.5,9910,122.9,1098771,638318,890498,105961,19813,0,929685,117.37,723205,93.1
2011-04-01,ON,10815.5,6667.3,3460.6,3206.7,5389.5,1277.8,595.3,61.6,5601.7,2746.6,2855.1,24.57,26.6,22.62,20.86,22.5,19.23,241369.2,36.5,39.1,33.7,75610,119.9,13442441,23073830,20370633,1618951,1067402,1572581,11138199,125.76,20878866,82.8
2011-04-01,PE,118.2,71.8,36.1,35.7,59.3,12.4,9.4,60.7,57.9,26.4,31.5,19.73,20.51,19.08,16.88,17.31,16.25,2524,37.1,40.9,33.2,2530,123.3,153799,47374,99589,16878,NA,NA,45704,NA,727,99.1
2011-04-01,QC,6613.3,3981.2,2089.4,1891.8,3209,772.1,345.1,60.2,3370.8,1690.4,1680.3,22.02,23.69,20.34,19,20,18,138955.1,35.4,37.8,32.8,67830,118.5,8479941,8839267,11539529,840996,239835,257821,15601986,119.9,5667618,95.6
2011-04-01,SK,809.5,538.7,290.7,248.1,438,100.7,29.2,66.5,434.5,217.7,216.9,23.32,25.28,21.36,20.19,23.08,18.52,20227.9,38,41.9,33.6,5790,121.6,1328339,1600630,972848,128144,11011,31771,1783950,135.29,899602,95.1
2011-05-01,AB,3007.3,2075.1,1138,937.2,1721.9,353.2,120.5,69,1750.5,920.9,829.6,26.17,28.91,23.14,22.66,25.64,20,81089.7,38.6,41.9,34.6,18350,126.1,5242703,5584739,5762366,600021,74218,46316,4538211,167.51,2179115,93
2011-05-01,BC,3700.1,2218.1,1168.8,1049.3,1719.3,498.7,184.1,59.9,1822.5,915.1,907.4,23.73,25.7,21.75,21,24,19.23,80019.4,35.8,38.5,32.8,27970,117.1,4973499,4247890,3074706,672739,503630,745611,4829690,136.61,3186095,97.1
2011-05-01,MB,937.5,616.7,326.1,290.7,497.1,119.6,34.3,65.8,535,269,266,21.4,22.8,19.98,18.5,20,17,23260.2,37.3,40.2,34.1,7940,119.5,1356370,1191930,1334923,122205,26981,85215,2879361,NA,1275428,85.7
2011-05-01,NB,620.4,354.7,179.4,175.3,294.8,60,39.2,57.2,318.2,156.2,162,19.61,21.28,18.01,17,18,15.5,13554.7,37.4,40.4,34.4,10510,120.5,918768,484785,1620205,81897,87357,255893,1059480,114.16,1214771,97.8
2011-05-01,NL,440,234.6,119.6,115,197.7,36.9,35.2,53.3,216.4,106.3,110.1,21.51,23.62,19.48,18.27,20.77,15.8,9300.8,38.7,42.7,34.6,10450,121.5,644429,312454,309768,53958,5551,NA,2810111,125.13,253962,97
2011-05-01,NS,778.8,453.2,229.5,223.7,364.1,89.1,46,58.2,400.6,195.7,204.9,20.35,21.87,18.89,17.49,18.75,16.07,17135.3,37.2,40.5,33.8,10050,123.2,1097130,611665,893732,104991,19452,0,868537,117.55,682831,93.1
2011-05-01,ON,10827.8,6648.5,3443.4,3205.1,5355.2,1293.3,605.6,61.4,5689.9,2805.9,2883.9,24.23,26.04,22.48,20.15,22,19,246355.7,36.7,39.3,33.9,74010,120.9,13465088,23064664,20273479,1625775,1072966,1673052,11643671,125.87,21334626,83.3
2011-05-01,PE,118.3,71.8,36.5,35.3,59.8,12.1,9.8,60.7,64.3,30.8,33.4,18.77,19.14,18.43,16,16.1,15.75,2943.7,39.4,43.5,35.1,2290,123.9,155535,47022,97112,16896,NA,NA,41644,NA,1374,99.6
2011-05-01,QC,6620.6,3994.8,2096,1898.8,3202.7,792.1,338.2,60.3,3495,1783.3,1711.6,21.98,23.55,20.34,19,20,18,143471.4,35.5,38,32.8,70640,118.9,8422966,8847876,11388150,839291,246078,264319,14904752,120.08,6460642,96
2011-05-01,SK,810.7,539.9,291.9,248,438.3,101.6,29.5,66.6,449.2,228.4,220.8,23.31,25.03,21.53,20,23,19,21244.6,38.8,42.8,33.9,6770,122.6,1316541,1663321,1068932,126136,10758,36195,1816133,136.1,907631,95.7
2011-06-01,AB,3011.6,2095,1146.1,948.9,1737.6,357.5,125.1,69.6,1784.7,942.4,842.3,26.12,28.98,22.92,22.48,25.2,20,82503.8,38.7,41.7,35.1,19220,125.3,5303148,5755280,5566342,607544,72446,47620,4641346,170.46,1853582,93
2011-06-01,BC,3704,2218.7,1169.6,1049.1,1717,501.7,182.3,59.9,1833.6,925.9,907.6,23.64,25.56,21.68,21,23.08,19,80604.3,35.9,38.6,33,27480,116.5,5023953,4262089,3107032,677904,503992,732851,4211521,137.05,3554823,97.1
2011-06-01,MB,938.4,615.9,326.8,289.1,493.8,122.1,35.5,65.6,540.3,273.5,266.7,21.58,22.97,20.16,18.59,20,17,23486.1,37.5,40.3,34.2,7840,118.6,1359477,1256654,1423971,123951,28731,89141,2719181,NA,1378846,86.2
2011-06-01,NB,620.7,353.8,179.9,173.9,292.5,61.3,38.8,57,324.8,163,161.8,19.51,20.87,18.15,16.83,17.5,15.5,13919.2,37.8,41.1,34.3,10070,119.9,931944,491753,1593982,83267,91000,259571,883565,114.37,1191698,98
2011-06-01,NL,440.4,230.1,117.4,112.7,195.6,34.6,34.7,52.2,218.9,110.7,108.2,21.24,23.29,19.15,18.1,20,15,9561.8,39.5,43.1,35.7,8620,120.9,645518,343826,245554,54626,5477,NA,2402302,125.03,66118,97
2011-06-01,NS,779.1,455.8,230.3,225.5,369.4,86.4,43.4,58.5,407.4,198.7,208.8,20.37,21.96,18.85,17.31,18.99,16,17605,37.5,40.5,34.4,9660,122.5,1091762,650145,886395,105407,21433,0,835642,117.69,1177846,93.1
2011-06-01,ON,10840,6687.5,3468.4,3219.2,5354.1,1333.5,587.6,61.7,5788.3,2875.1,2913.3,24.11,25.81,22.44,20,22,19,249823.5,36.7,39.3,33.9,74510,120.2,13511336,22851575,20277637,1637493,1094981,1708463,11282364,126.24,22356452,83.8
2011-06-01,PE,118.5,72.9,36.7,36.2,60.7,12.3,9.1,61.5,67.9,32.4,35.5,18.7,19.01,18.41,16,16,15.65,3126.7,40,44.3,35.6,2670,123.3,154791,47165,105095,17298,NA,NA,22887,NA,1100,99.6
2011-06-01,QC,6626.1,3984,2100.2,1883.8,3203.9,780.1,349.2,60.1,3544.6,1815.1,1729.5,21.85,23.15,20.48,19,20,18,147051.4,35.9,38.3,33.3,68720,118.2,8601458,8844409,11318353,839258,247525,298142,14371233,120.28,6413441,95.9
2011-06-01,SK,811.7,539.8,293.5,246.4,439.6,100.2,27.3,66.5,451.5,228.2,223.3,23.22,24.87,21.53,20,22.5,18.78,21485.5,39,42.7,34.6,6240,121.7,1351339,1770845,1068787,127670,9418,29618,1651653,136.41,749739,95.7
2011-07-01,AB,3018,2112,1158.1,953.9,1746,366,126,70,1792.7,961.1,831.6,25.63,28.25,22.6,22,25,19.45,82949.3,38.8,41.9,35.1,18650,125.7,5274966,5773534,5743932,607965,73222,65478,5072724,172.01,2399585,92.7
2011-07-01,BC,3705.6,2226.2,1167,1059.2,1725.3,500.9,180.4,60.1,1836.1,936.4,899.7,23.47,25.81,21.03,20.14,23.08,18,81832.6,36.4,39,33.5,27970,116.6,4988131,4237715,3183965,682717,503399,855150,5121943,137.36,3402132,97.1
2011-07-01,MB,939.9,616.1,327.2,288.9,498.7,117.5,37.5,65.5,531.9,275.3,256.6,21.3,22.7,19.8,18.11,20,17,23522.7,37.8,40.8,34.3,8020,118.2,1365815,1284342,1310540,122638,29562,116510,3219173,NA,1435436,86.4
2011-07-01,NB,621.2,354.5,180.6,173.9,294.7,59.7,40.2,57.1,324.1,163.6,160.4,19.55,20.78,18.3,17,17.75,15.55,14035.5,38.1,41.2,34.8,10280,120.3,914986,505656,1642236,81907,86913,290509,850313,114.49,1541933,98.2
2011-07-01,NL,440.7,233,119.6,113.5,197,36,33.7,52.9,225.8,114.6,111.2,21.24,22.95,19.48,18.13,19.84,16,9891.4,39.7,43.1,35.9,8540,121.6,643430,328046,270613,55160,4500,NA,2503374,125.24,95469,96.9
2011-07-01,NS,779.7,456.2,229.6,226.6,368.7,87.5,47.1,58.5,406.9,202,204.9,20,21.45,18.57,16.83,18.46,15.65,17795.3,37.9,40.8,34.8,10440,122.8,1104390,639138,902139,106706,19056,0,895890,118.01,873501,93.2
2011-07-01,ON,10849.2,6676.6,3465,3211.6,5378.2,1298.4,560.3,61.5,5749.6,2898.4,2851.1,23.92,25.59,22.23,20,21.85,18.74,250907,37.1,39.6,34.4,79640,120.5,13442888,23617734,21170807,1648263,1124740,1921002,12719648,126.67,19273175,84
2011-07-01,PE,118.7,72.6,36.2,36.4,60.7,11.9,9.5,61.2,66.4,31.3,35,18.96,19.52,18.46,16,16.1,15.65,3093.8,40.2,44,36.4,2550,123.3,154628,47514,95715,17483,NA,NA,9820,NA,7731,100.8
2011-07-01,QC,6631.6,4000.3,2111,1889.3,3222.4,777.9,320.7,60.3,3540.6,1832.3,1708.3,21.77,23.28,20.15,18.75,20,17.31,149626.6,36.5,38.7,34,67090,118.3,8530424,8901250,11612728,853741,249335,413251,15617621,120.63,6048272,95.9
2011-07-01,SK,813.4,542.9,293.5,249.4,442.2,100.7,28.7,66.7,447.1,230.5,216.6,22.82,24.4,21.14,20,22,18.75,21615,39.4,43.2,34.7,5890,121.8,1331072,1759811,1050453,128494,9990,31715,1778740,136.66,548488,95.7
2011-08-01,AB,3022.8,2124.6,1169.4,955.2,1765.4,359.2,123.3,70.3,1809.5,979.5,830,25.91,28.45,22.91,22.5,25.14,19.71,84372.7,39.4,42.7,35.2,18600,126.3,5339036,5852842,5808751,605664,72142,65949,5189156,172.4,2333995,92.7
2011-08-01,BC,3712.2,2227.2,1169.8,1057.4,1717.2,510,180.3,60,1839.5,931.8,907.7,23.5,25.78,21.16,20.55,23.75,18.18,82330.8,36.6,39.2,33.6,28060,116.9,5022273,4229460,3203264,678219,496975,911607,5921942,137.67,3625987,96.7
